09-Jun-2016,,,,,,,,,,,,,,,
iShares MSCI EAFE ETF,,,,,,,,,,,,,,,
Inception Date,14-Aug-01,,,,,,,,,,,,,,
Fund Holdings as of,09-Jun-16,,,,,,,,,,,,,,
Total Net Assets,"$59,871,583,845",,,,,,,,,,,,,,
Number of Securities,960,,,,,,,,,,,,,,
Shares Outstanding,"1,016,400,000",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange,Country,Currency,Market Currency,FX Rate
STO,SANTOS LTD,Equity,0.05,3.58,"7,800,901.00","27,907,235.77","27,907,235.77",Energy,"6,776,703.00",AU000000STO6,Asx - All Markets,Australia,USD,AUD,1.34
"6,178.00",JAPAN POST HOLDINGS LTD,Equity,0.05,12.61,"2,202,200.00","27,779,595.17","27,779,595.17",Financials,BYT8143,JP3752900005,Tokyo Stock Exchange,Japan,USD,JPY,106.47
WPG,WORLDPAY GROUP PLC,Equity,0.05,4.04,"6,816,896.00","27,538,520.17","27,538,520.17",Information Technology,BYYK2V8,GB00BYYK2V80,London Stock Exchange,United Kingdom,USD,GBP,0.69
CRDA,CRODA INTERNATIONAL PLC,Equity,0.05,42.68,"644,986.00","27,530,292.18","27,530,292.18",Materials,BYZWX76,GB00BYZWX769,London Stock Exchange,United Kingdom,USD,GBP,0.69
"7,453.00",RYOHIN KEIKAKU LTD,Equity,0.05,247.03,"110,900.00","27,395,576.01","27,395,576.01",Consumer Discretionary,"6,758,455.00",JP3976300008,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"5,201.00",ASAHI GLASS LTD,Equity,0.05,5.77,"4,748,000.00","27,382,444.93","27,382,444.93",Industrials,"6,055,208.00",JP3112000009,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"3,462.00",NOMURA REAL ESTATE MASTER FUND REI,Equity,0.05,"1,595.83","17,100.00","27,288,686.42","27,288,686.42",Financials,BYSJJF4,JP3048110005,Tokyo Stock Exchange,Japan,USD,JPY,106.47
LLC,LENDLEASE GROUP UNITS,Equity,0.05,10.19,"2,676,274.00","27,269,559.39","27,269,559.39",Financials,"6,512,004.00",AU000000LLC3,Asx - All Markets,Australia,USD,AUD,1.34
ELISA,ELISA,Equity,0.05,38.77,"702,769.00","27,244,376.89","27,244,376.89",Telecommunications,"5,701,513.00",FI0009007884,Nasdaq Omx Helsinki Ltd.,Finland,USD,EUR,0.88
TWE,TREASURY WINE ESTATES LTD,Equity,0.05,7.49,"3,636,140.00","27,233,097.79","27,233,097.79",Consumer Staples,B61JC67,AU000000TWE9,Asx - All Markets,Australia,USD,AUD,1.34
GALN,GALENICA AG,Equity,0.05,"1,339.62","20,328.00","27,231,868.94","27,231,868.94",Health Care,"7,552,571.00",CH0015536466,Six Swiss Exchange Ag,Switzerland,USD,CHF,0.96
"9,001.00",TOBU RAILWAY LTD,Equity,0.05,5.33,"5,082,000.00","27,065,176.35","27,065,176.35",Industrials,"6,895,169.00",JP3597800006,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"9,048.00",NAGOYA RAILROAD LTD,Equity,0.05,5.32,"5,082,000.00","27,017,442.35","27,017,442.35",Industrials,"6,619,864.00",JP3649800004,Tokyo Stock Exchange,Japan,USD,JPY,106.47
ILD,ILIAD SA,Equity,0.05,211.96,"127,271.00","26,975,945.30","26,975,945.30",Telecommunications,"7,759,435.00",FR0004035913,Nyse Euronext - Euronext Paris,France,USD,EUR,0.88
"6,724.00",SEIKO EPSON CORP,Equity,0.04,17.60,"1,524,600.00","26,836,053.16","26,836,053.16",Information Technology,"6,616,508.00",JP3414750004,Tokyo Stock Exchange,Japan,USD,JPY,106.47
MGR,MIRVAC GROUP,Equity,0.04,1.50,"17,854,556.00","26,824,238.57","26,824,238.57",Financials,"6,161,978.00",AU000000MGR9,Asx - All Markets,Australia,USD,AUD,1.34
"8,795.00",T&D HOLDINGS INC,Equity,0.04,9.53,"2,795,200.00","26,635,329.92","26,635,329.92",Financials,"6,744,294.00",JP3539220008,Tokyo Stock Exchange,Japan,USD,JPY,106.47
RACE,FERRARI NV,Equity,0.04,43.31,"608,150.00","26,338,193.20","26,338,193.20",Consumer Discretionary,BD6G507,NL0011585146,Borsa Italiana S.P.A.,Italy,USD,EUR,0.88
ALL,ARISTOCRAT LEISURE LTD,Equity,0.04,9.83,"2,673,006.00","26,281,997.37","26,281,997.37",Consumer Discretionary,"6,253,983.00",AU000000ALL7,Asx - All Markets,Australia,USD,AUD,1.34
"4,204.00",SEKISUI CHEMICAL LTD,Equity,0.04,13.35,"1,967,900.00","26,265,776.55","26,265,776.55",Consumer Discretionary,"6,793,821.00",JP3419400001,Tokyo Stock Exchange,Japan,USD,JPY,106.47
AKE,ARKEMA,Equity,0.04,80.84,"324,224.00","26,210,728.23","26,210,728.23",Materials,B0Z5YZ2,FR0010313833,Nyse Euronext - Euronext Paris,France,USD,EUR,0.88
669.00,TECHTRONIC INDUSTRIES LTD,Equity,0.04,3.98,"6,579,033.00","26,195,919.01","26,195,919.01",Consumer Discretionary,B0190C7,HK0669013440,Hong Kong Exchanges And Clearing Ltd,Hong Kong,USD,HKD,7.76
GALP,GALP ENERGIA SGPS S/A,Equity,0.04,13.90,"1,866,744.00","25,940,999.85","25,940,999.85",Energy,B1FW751,PTGAL0AM0009,Nyse Euronext - Euronext Lisbon,Portugal,USD,EUR,0.88
"9,006.00",KEIKYU CORP,Equity,0.04,9.84,"2,628,000.00","25,869,008.59","25,869,008.59",Industrials,"6,487,306.00",JP3280200001,Tokyo Stock Exchange,Japan,USD,JPY,106.47
POLI,BANK HAPOALIM B.M.,Equity,0.04,4.97,"5,199,895.00","25,865,141.39","25,865,141.39",Financials,"6,075,808.00",IL0006625771,Tel Aviv Stock Exchange,Israel,USD,ILS,3.84
BOL,BOLIDEN,Equity,0.04,19.16,"1,348,948.00","25,839,385.32","25,839,385.32",Materials,B1XCBX9,SE0000869646,Nasdaq Omx Nordic,Sweden,USD,SEK,8.17
NHY,NORSK HYDRO ASA,Equity,0.04,3.94,"6,519,307.00","25,658,940.07","25,658,940.07",Materials,B11HK39,NO0005052605,Oslo Bors Asa,Norway,USD,NOK,8.15
"1,803.00",SHIMIZU CORP,Equity,0.04,9.17,"2,785,000.00","25,531,019.58","25,531,019.58",Industrials,"6,804,400.00",JP3358800005,Tokyo Stock Exchange,Japan,USD,JPY,106.47
COH,COCHLEAR LTD,Equity,0.04,90.50,"281,946.00","25,515,972.03","25,515,972.03",Health Care,"6,211,798.00",AU000000COH5,Asx - All Markets,Australia,USD,AUD,1.34
SCR,SCOR SE,Equity,0.04,32.69,"778,817.00","25,460,349.97","25,460,349.97",Financials,B1LB9P6,FR0010411983,Nyse Euronext - Euronext Paris,France,USD,EUR,0.88
SEV,SUEZ SA,Equity,0.04,16.91,"1,503,768.00","25,427,170.25","25,427,170.25",Utilities,B3B8D04,FR0010613471,Nyse Euronext - Euronext Paris,France,USD,EUR,0.88
"7,911.00",TOPPAN PRINTING LTD,Equity,0.04,9.20,"2,750,000.00","25,287,653.22","25,287,653.22",Industrials,"6,897,024.00",JP3629000005,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"7,951.00",YAMAHA CORP,Equity,0.04,29.73,"847,000.00","25,179,683.46","25,179,683.46",Consumer Discretionary,"6,642,387.00",JP3942600002,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"9,008.00",KEIO CORP,Equity,0.04,9.04,"2,785,000.00","25,164,795.94","25,164,795.94",Industrials,"6,487,362.00",JP3277800003,Tokyo Stock Exchange,Japan,USD,JPY,106.47
GFC,GECINA,Equity,0.04,147.57,"169,757.00","25,051,255.23","25,051,255.23",Financials,"7,742,468.00",FR0010040865,Nyse Euronext - Euronext Paris,France,USD,EUR,0.88
BKT,BANKINTER SA,Equity,0.04,7.33,"3,394,587.00","24,897,237.85","24,897,237.85",Financials,"5,474,008.00",ES0113679I37,Bolsa De Madrid,Spain,USD,EUR,0.88
LUMI,BANK LEUMI LE ISRAEL,Equity,0.04,3.55,"6,990,536.00","24,837,205.10","24,837,205.10",Financials,"6,076,425.00",IL0006046119,Tel Aviv Stock Exchange,Israel,USD,ILS,3.84
"5,713.00",SUMITOMO METAL MINING LTD,Equity,0.04,11.12,"2,234,000.00","24,833,879.68","24,833,879.68",Materials,"6,858,849.00",JP3402600005,Tokyo Stock Exchange,Japan,USD,JPY,106.47
17.00,NEW WORLD DEVELOPMENT LTD,Equity,0.04,0.97,"25,606,132.00","24,812,750.89","24,812,750.89",Financials,"6,633,767.00",HK0017000149,Hong Kong Exchanges And Clearing Ltd,Hong Kong,USD,HKD,7.76
"7,186.00",CONCORDIA FINANCIAL GROUP LTD,Equity,0.04,4.37,"5,667,000.00","24,751,373.69","24,751,373.69",Financials,BD97JW7,JP3305990008,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"7,276.00",KOITO MANUFACTURING LTD,Equity,0.04,48.56,"508,200.00","24,678,476.49","24,678,476.49",Consumer Discretionary,"6,496,324.00",JP3284600008,Tokyo Stock Exchange,Japan,USD,JPY,106.47
UMI,UMICORE NV,Equity,0.04,52.61,"466,401.00","24,535,932.92","24,535,932.92",Materials,"4,005,001.00",BE0003884047,Nyse Euronext - Euronext Brussels,Belgium,USD,EUR,0.88
PRY,PRYSMIAN,Equity,0.04,24.66,"989,587.00","24,398,874.60","24,398,874.60",Industrials,B1W4V69,IT0004176001,Borsa Italiana S.P.A.,Italy,USD,EUR,0.88
VOW,VOLKSWAGEN AG,Equity,0.04,151.48,"160,868.00","24,368,053.39","24,368,053.39",Consumer Discretionary,"5,497,102.00",DE0007664005,Xetra,Germany,USD,EUR,0.88
QIA,QIAGEN NV,Equity,0.04,22.27,"1,094,001.00","24,358,952.97","24,358,952.97",Health Care,"5,732,825.00",NL0000240000,Deutsche Boerse Ag,Germany,USD,EUR,0.88
GTO,GEMALTO NV,Equity,0.04,61.62,"391,969.00","24,153,931.55","24,153,931.55",Information Technology,B9MS8P5,NL0000400653,Nyse Euronext - Euronext Amsterdam,Netherlands,USD,EUR,0.88
"8,015.00",TOYOTA TSUSHO CORP,Equity,0.04,22.18,"1,087,500.00","24,116,728.50","24,116,728.50",Industrials,"6,900,580.00",JP3635000007,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"7,731.00",NIKON CORP,Equity,0.04,14.20,"1,694,000.00","24,057,934.53","24,057,934.53",Consumer Discretionary,"6,642,321.00",JP3657400002,Tokyo Stock Exchange,Japan,USD,JPY,106.47
HL,HARGREAVES LANSDOWN PLC,Equity,0.04,18.98,"1,266,846.00","24,048,953.14","24,048,953.14",Financials,B1VZ0M2,GB00B1VZ0M25,London Stock Exchange,United Kingdom,USD,GBP,0.69
"2,801.00",KIKKOMAN CORP,Equity,0.04,36.54,"658,000.00","24,041,891.70","24,041,891.70",Consumer Staples,"6,490,809.00",JP3240400006,Tokyo Stock Exchange,Japan,USD,JPY,106.47
20.00,WHEELOCK AND LTD,Equity,0.04,4.72,"5,082,000.00","23,967,836.92","23,967,836.92",Financials,"6,981,488.00",HK0020000177,Hong Kong Exchanges And Clearing Ltd,Hong Kong,USD,HKD,7.76
"3,405.00",KURARAY LTD,Equity,0.04,13.19,"1,816,400.00","23,953,652.37","23,953,652.37",Materials,"6,497,662.00",JP3269600007,Tokyo Stock Exchange,Japan,USD,JPY,106.47
PROX,PROXIMUS NV,Equity,0.04,32.62,"731,746.00","23,867,681.25","23,867,681.25",Telecommunications,B00D9P6,BE0003810273,Nyse Euronext - Euronext Brussels,Belgium,USD,EUR,0.88
MDC,MEDICLINIC INTERNATIONAL PLC,Equity,0.04,12.94,"1,821,597.00","23,576,056.52","23,576,056.52",Health Care,B8HX8Z8,GB00B8HX8Z88,London Stock Exchange,United Kingdom,USD,GBP,0.69
OSR,OSRAM LICHT N AG,Equity,0.04,53.90,"436,650.00","23,534,585.50","23,534,585.50",Industrials,B923935,DE000LED4000,Xetra,Germany,USD,EUR,0.88
F34,WILMAR INTERNATIONAL LTD,Equity,0.04,2.52,"9,255,100.00","23,282,409.09","23,282,409.09",Consumer Staples,B17KC69,SG1T56930848,Singapore Exchange,Singapore,USD,SGD,1.35
"7,182.00",JAPAN POST BANK LTD,Equity,0.04,11.91,"1,953,600.00","23,267,409.95","23,267,409.95",Financials,BYT8165,JP3946750001,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"8,960.00",UNITED URBAN INVESTMENT CORP.,Equity,0.04,"1,716.06","13,552.00","23,256,003.38","23,256,003.38",Financials,"6,723,839.00",JP3045540006,Tokyo Stock Exchange,Japan,USD,JPY,106.47
SECU B,SECURITAS B,Equity,0.04,15.31,"1,517,002.00","23,228,228.57","23,228,228.57",Industrials,"5,554,041.00",SE0000163594,Nasdaq Omx Nordic,Sweden,USD,SEK,8.17
ZC,ZODIAC AEROSPACE,Equity,0.04,23.65,"981,873.00","23,218,983.16","23,218,983.16",Industrials,"7,294,334.00",FR0000125684,Nyse Euronext - Euronext Paris,France,USD,EUR,0.88
STERV,STORA ENSO OYJ,Equity,0.04,8.73,"2,659,996.00","23,211,917.11","23,211,917.11",Materials,"5,072,673.00",FI0009005961,Nasdaq Omx Helsinki Ltd.,Finland,USD,EUR,0.88
"8,358.00",SURUGA BANK LTD,Equity,0.04,22.81,"1,016,400.00","23,179,628.99","23,179,628.99",Financials,"6,864,329.00",JP3411000007,Tokyo Stock Exchange,Japan,USD,JPY,106.47
SBRY,J SAINSBURY PLC,Equity,0.04,3.58,"6,435,421.00","23,045,741.35","23,045,741.35",Consumer Staples,B019KW7,GB00B019KW72,London Stock Exchange,United Kingdom,USD,GBP,0.69
SDR,SCHRODERS PLC,Equity,0.04,38.05,"605,214.00","23,030,492.79","23,030,492.79",Financials,"240,549.00",GB0002405495,London Stock Exchange,United Kingdom,USD,GBP,0.69
ALFA,ALFA LAVAL AB,Equity,0.04,15.92,"1,443,349.00","22,983,770.69","22,983,770.69",Industrials,"7,332,687.00",SE0000695876,Nasdaq Omx Nordic,Sweden,USD,SEK,8.17
SGRO,SEGRO REIT PLC,Equity,0.04,6.43,"3,573,520.00","22,967,476.88","22,967,476.88",Financials,B5ZN1N8,GB00B5ZN1N88,London Stock Exchange,United Kingdom,USD,GBP,0.69
HIK,HIKMA PHARMACEUTICALS PLC,Equity,0.04,32.76,"697,928.00","22,862,597.01","22,862,597.01",Health Care,B0LCW08,GB00B0LCW083,London Stock Exchange,United Kingdom,USD,GBP,0.69
"5,938.00",LIXIL GROUP CORP,Equity,0.04,17.30,"1,311,580.00","22,692,249.66","22,692,249.66",Industrials,"6,900,212.00",JP3626800001,Tokyo Stock Exchange,Japan,USD,JPY,106.47
TITR,TELECOM ITALIA S P A NEW AS DI RIS,Equity,0.04,0.78,"29,011,862.00","22,688,023.86","22,688,023.86",Telecommunications,"7,634,402.00",IT0003497176,Borsa Italiana S.P.A.,Italy,USD,EUR,0.88
288.00,WH GROUP LTD,Equity,0.04,0.79,"28,716,500.00","22,683,239.37","22,683,239.37",Consumer Staples,BLLHKZ1,KYG960071028,Hong Kong Exchanges And Clearing Ltd,Hong Kong,USD,HKD,7.76
S68,SINGAPORE EXCHANGE LTD,Equity,0.04,5.70,"3,963,800.00","22,582,412.79","22,582,412.79",Financials,"6,303,866.00",SG1J26887955,Singapore Exchange,Singapore,USD,SGD,1.35
NESTE,NESTE,Equity,0.04,35.06,"643,203.00","22,553,107.90","22,553,107.90",Energy,B06YV46,FI0009013296,Nasdaq Omx Helsinki Ltd.,Finland,USD,EUR,0.88
MAERSK A,A P MOLLER MAERSK,Equity,0.04,"1,269.55","17,618.00","22,366,994.65","22,366,994.65",Industrials,"4,253,059.00",DK0010244425,Omx Nordic Exchange Copenhagen A/S,Denmark,USD,DKK,6.57
SDF,K+S AG,Equity,0.04,24.04,"929,901.00","22,358,573.59","22,358,573.59",Materials,B54C017,DE000KSAG888,Xetra,Germany,USD,EUR,0.88
"6,963.00",ROHM CO LTD,Equity,0.04,43.63,"508,200.00","22,172,441.65","22,172,441.65",Information Technology,"6,747,204.00",JP3982800009,Tokyo Stock Exchange,Japan,USD,JPY,106.47
ISAT,INMARSAT PLC,Equity,0.04,10.16,"2,174,139.00","22,083,247.27","22,083,247.27",Telecommunications,B09LSH6,GB00B09LSH68,London Stock Exchange,United Kingdom,USD,GBP,0.69
"8,355.00",SHIZUOKA BANK LTD,Equity,0.04,7.41,"2,948,000.00","21,847,292.54","21,847,292.54",Financials,"6,805,328.00",JP3351200005,Tokyo Stock Exchange,Japan,USD,JPY,106.47
KN,NATIXIS SA,Equity,0.04,4.77,"4,581,189.00","21,832,894.93","21,832,894.93",Financials,B1HDJL2,FR0000120685,Nyse Euronext - Euronext Paris,France,USD,EUR,0.88
ENG,ENAGAS SA,Equity,0.04,31.20,"699,828.00","21,831,897.10","21,831,897.10",Utilities,"7,383,072.00",ES0130960018,Bolsa De Madrid,Spain,USD,EUR,0.88
101.00,HANG LUNG PROPERTIES LTD,Equity,0.04,1.99,"10,955,000.00","21,795,797.92","21,795,797.92",Financials,"6,030,506.00",HK0101000591,Hong Kong Exchanges And Clearing Ltd,Hong Kong,USD,HKD,7.76
"7,832.00",BANDAI NAMCO HOLDINGS INC,Equity,0.04,25.69,"847,000.00","21,758,747.01","21,758,747.01",Consumer Discretionary,B0JDQD4,JP3778630008,Tokyo Stock Exchange,Japan,USD,JPY,106.47
AGK,AGGREKO PLC,Equity,0.04,17.52,"1,241,006.00","21,744,856.25","21,744,856.25",Industrials,BK1PTB7,GB00BK1PTB77,London Stock Exchange,United Kingdom,USD,GBP,0.69
"4,613.00",KANSAI PAINT LTD,Equity,0.04,19.68,"1,104,800.00","21,740,064.81","21,740,064.81",Materials,"6,483,746.00",JP3229400001,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"9,508.00",KYUSHU ELECTRIC POWER INC,Equity,0.04,10.46,"2,075,900.00","21,721,247.36","21,721,247.36",Utilities,"6,499,806.00",JP3246400000,Tokyo Stock Exchange,Japan,USD,JPY,106.47
JMT,JERONIMO MARTINS SGPS S/A,Equity,0.04,16.21,"1,329,680.00","21,549,845.19","21,549,845.19",Consumer Staples,B1Y1SQ7,PTJMT0AE0001,Nyse Euronext - Euronext Lisbon,Portugal,USD,EUR,0.88
RXL,REXEL STOCK SA,Equity,0.04,14.90,"1,445,235.00","21,532,115.83","21,532,115.83",Industrials,B1VP0K0,FR0010451203,Nyse Euronext - Euronext Paris,France,USD,EUR,0.88
"4,612.00",NIPPON PAINT HOLDINGS LTD,Equity,0.04,29.49,"727,000.00","21,441,600.53","21,441,600.53",Materials,"6,640,507.00",JP3749400002,Tokyo Stock Exchange,Japan,USD,JPY,106.47
83.00,SINO LAND LTD,Equity,0.04,1.58,"13,552,000.00","21,409,521.36","21,409,521.36",Financials,"6,810,429.00",HK0083000502,Hong Kong Exchanges And Clearing Ltd,Hong Kong,USD,HKD,7.76
LXS,LANXESS AG,Equity,0.04,47.53,"449,734.00","21,377,261.76","21,377,261.76",Materials,B05M8B7,DE0005470405,Xetra,Germany,USD,EUR,0.88
MGGT,MEGGITT PLC,Equity,0.04,5.59,"3,826,104.00","21,379,992.91","21,379,992.91",Industrials,"575,809.00",GB0005758098,London Stock Exchange,United Kingdom,USD,GBP,0.69
C6L,SINGAPORE AIRLINES LTD,Equity,0.04,7.84,"2,710,400.00","21,257,252.78","21,257,252.78",Industrials,"6,811,734.00",SG1V61937297,Singapore Exchange,Singapore,USD,SGD,1.35
"6,806.00",HIROSE ELECTRIC LTD,Equity,0.04,125.21,"169,470.00","21,218,570.42","21,218,570.42",Information Technology,"6,428,725.00",JP3799000009,Tokyo Stock Exchange,Japan,USD,JPY,106.47
23.00,BANK OF EAST ASIA LTD,Equity,0.04,3.78,"5,583,840.00","21,118,067.12","21,118,067.12",Financials,"6,075,648.00",HK0023000190,Hong Kong Exchanges And Clearing Ltd,Hong Kong,USD,HKD,7.76
SPK,SPARK NEW ZEALAND LTD,Equity,0.04,2.36,"8,919,964.00","21,080,907.72","21,080,907.72",Telecommunications,"6,881,436.00",NZTELE0001S4,New Zealand Exchange Ltd,New Zealand,USD,NZD,1.40
"4,307.00",NOMURA RESEARCH INSTITUTE LTD,Equity,0.04,38.09,"552,170.00","21,030,849.11","21,030,849.11",Information Technology,"6,390,921.00",JP3762800005,Tokyo Stock Exchange,Japan,USD,JPY,106.47
TATE,TATE AND LYLE PLC,Equity,0.04,9.17,"2,292,128.00","21,026,483.22","21,026,483.22",Consumer Staples,"875,413.00",GB0008754136,London Stock Exchange,United Kingdom,USD,GBP,0.69
"7,272.00",YAMAHA MOTOR LTD,Equity,0.04,16.17,"1,297,200.00","20,981,340.35","20,981,340.35",Consumer Discretionary,"6,985,264.00",JP3942800008,Tokyo Stock Exchange,Japan,USD,JPY,106.47
MERL,MERLIN ENTERTAINMENT GROUP PLC,Equity,0.03,6.18,"3,388,761.00","20,951,366.30","20,951,366.30",Consumer Discretionary,BDZT6P9,GB00BDZT6P94,London Stock Exchange,United Kingdom,USD,GBP,0.69
AIA,AUCKLAND INTERNATIONAL AIRPORT LTD,Equity,0.03,4.56,"4,566,192.00","20,833,068.35","20,833,068.35",Industrials,BKX3XG2,NZAIAE0002S6,New Zealand Exchange Ltd,New Zealand,USD,NZD,1.40
IPL,INCITEC PIVOT LTD,Equity,0.03,2.51,"8,288,054.00","20,835,131.75","20,835,131.75",Materials,"6,673,042.00",AU000000IPL1,Asx - All Markets,Australia,USD,AUD,1.34
COLR,COLRUYT SA,Equity,0.03,61.45,"338,736.00","20,816,059.89","20,816,059.89",Consumer Staples,"5,806,225.00",BE0974256852,Nyse Euronext - Euronext Brussels,Belgium,USD,EUR,0.88
FGR,EIFFAGE SA,Equity,0.03,74.64,"277,816.00","20,734,809.66","20,734,809.66",Industrials,B13X013,FR0000130452,Nyse Euronext - Euronext Paris,France,USD,EUR,0.88
MB,MEDIOBANCA BANCA DI CREDITO FINANZ,Equity,0.03,7.34,"2,823,706.00","20,722,963.73","20,722,963.73",Financials,"4,574,813.00",IT0000062957,Borsa Italiana S.P.A.,Italy,USD,EUR,0.88
NRE1V,NOKIAN RENKAAT OYJ,Equity,0.03,36.81,"562,840.00","20,716,944.37","20,716,944.37",Consumer Discretionary,B07G378,FI0009005318,Nasdaq Omx Helsinki Ltd.,Finland,USD,EUR,0.88
C52,COMFORTDELGRO LTD,Equity,0.03,2.02,"10,248,100.00","20,700,168.70","20,700,168.70",Industrials,"6,603,737.00",SG1N31909426,Singapore Exchange,Singapore,USD,SGD,1.35
"7,012.00",KAWASAKI HEAVY INDUSTRIES LTD,Equity,0.03,3.05,"6,776,000.00","20,684,732.07","20,684,732.07",Industrials,"6,484,620.00",JP3224200000,Tokyo Stock Exchange,Japan,USD,JPY,106.47
GETI B,GETINGE B,Equity,0.03,21.04,"983,189.00","20,686,428.45","20,686,428.45",Health Care,"7,698,356.00",SE0000202624,Nasdaq Omx Nordic,Sweden,USD,SEK,8.17
OMV,OMV AG,Equity,0.03,28.59,"723,089.00","20,669,905.44","20,669,905.44",Energy,"4,651,459.00",AT0000743059,Wiener Boerse Ag,Austria,USD,EUR,0.88
FBU,FLETCHER BUILDING LIMITED,Equity,0.03,6.17,"3,337,764.00","20,590,532.61","20,590,532.61",Materials,"6,341,606.00",NZFBUE0001S0,New Zealand Exchange Ltd,New Zealand,USD,NZD,1.40
VOE,VOESTALPINE AG,Equity,0.03,35.76,"573,758.00","20,517,738.84","20,517,738.84",Materials,"4,943,402.00",AT0000937503,Wiener Boerse Ag,Austria,USD,EUR,0.88
TTS,TATTS GROUP LTD,Equity,0.03,2.88,"7,057,728.00","20,314,346.72","20,314,346.72",Consumer Discretionary,B0CRCP7,AU000000TTS5,Asx - All Markets,Australia,USD,AUD,1.34
GFS,G4S PLC,Equity,0.03,2.68,"7,568,727.00","20,281,605.91","20,281,605.91",Industrials,B01FLG6,GB00B01FLG62,London Stock Exchange,United Kingdom,USD,GBP,0.69
BOSS,HUGO BOSS N AG,Equity,0.03,63.14,"321,187.00","20,279,638.78","20,279,638.78",Consumer Discretionary,B88MHC4,DE000A1PHFF7,Xetra,Germany,USD,EUR,0.88
EVK,EVONIK INDUSTRIES AG,Equity,0.03,29.83,"679,174.00","20,260,688.85","20,260,688.85",Materials,B5ZQ9D3,DE000EVNK013,Xetra,Germany,USD,EUR,0.88
TDC,TDC A/S,Equity,0.03,5.06,"3,998,514.00","20,238,316.64","20,238,316.64",Telecommunications,"5,698,790.00",DK0060228559,Omx Nordic Exchange Copenhagen A/S,Denmark,USD,DKK,6.57
EMSN,EMS-CHEMIE HOLDING AG,Equity,0.03,504.43,"39,882.00","20,117,780.08","20,117,780.08",Materials,"7,635,610.00",CH0016440353,Swiss Exchange,Switzerland,USD,CHF,0.96
ABN,ABN AMRO GROUP NV,Equity,0.03,20.27,"990,990.00","20,089,988.47","20,089,988.47",Financials,BYQP136,NL0011540547,Nyse Euronext - Euronext Amsterdam,Netherlands,USD,EUR,0.88
"7,532.00",DON QUIJOTE HOLDINGS CO LTD,Equity,0.03,36.68,"547,500.00","20,081,599.59","20,081,599.59",Consumer Discretionary,"6,269,861.00",JP3639650005,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"9,201.00",JAPAN AIRLINES LTD,Equity,0.03,33.20,"604,300.00","20,064,814.73","20,064,814.73",Industrials,B8BRV46,JP3705200008,Tokyo Stock Exchange,Japan,USD,JPY,106.47
BLKFDS,BLK CSH FND TREASURY SL AGENCY,Money Market,0.03,1.00,"20,056,732.00","20,056,732.08","20,056,732.08",Cash and/or Derivatives,--,US0669224778,--,United States,USD,USD,1.00
ALO,ALSTOM SA,Equity,0.03,25.03,"798,405.00","19,983,562.18","19,983,562.18",Industrials,B0DJ8Q5,FR0010220475,Nyse Euronext - Euronext Paris,France,USD,EUR,0.88
LDO,LEONARDO FINMECCANICA SPA,Equity,0.03,11.02,"1,810,343.00","19,949,457.58","19,949,457.58",Industrials,B0DJNG0,IT0003856405,Borsa Italiana S.P.A.,Italy,USD,EUR,0.88
"2,267.00",YAKULT HONSHA LTD,Equity,0.03,49.88,"399,500.00","19,925,280.61","19,925,280.61",Consumer Staples,"6,985,112.00",JP3931600005,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"4,530.00",HISAMITSU PHARMACEUTICAL INC,Equity,0.03,58.52,"338,800.00","19,825,520.12","19,825,520.12",Health Care,"6,428,907.00",JP3784600003,Tokyo Stock Exchange,Japan,USD,JPY,106.47
INTU,INTU PROPERTIES REIT PLC,Equity,0.03,4.41,"4,487,915.00","19,798,877.29","19,798,877.29",Financials,"683,434.00",GB0006834344,London Stock Exchange,United Kingdom,USD,GBP,0.69
T39,SINGAPORE PRESS HOLDINGS LTD,Equity,0.03,2.91,"6,794,750.00","19,757,587.58","19,757,587.58",Consumer Discretionary,B012899,SG1P66918738,Singapore Exchange,Singapore,USD,SGD,1.35
EXO,EXOR,Equity,0.03,37.42,"525,326.00","19,657,411.04","19,657,411.04",Financials,B06HZC1,IT0001353140,Borsa Italiana S.P.A.,Italy,USD,EUR,0.88
EDEN,EDENRED,Equity,0.03,19.54,"1,003,725.00","19,614,944.76","19,614,944.76",Industrials,B62G1B5,FR0010908533,Nyse Euronext - Euronext Paris,France,USD,EUR,0.88
"2,784.00",ALFRESA HOLDINGS CORP,Equity,0.03,22.22,"882,700.00","19,616,476.78","19,616,476.78",Health Care,"6,687,214.00",JP3126340003,Tokyo Stock Exchange,Japan,USD,JPY,106.47
DUE,DUET GROUP QUADRUPLE AUSTRALIA UNI,Equity,0.03,1.76,"11,162,627.00","19,593,201.04","19,593,201.04",Utilities,B01WT63,AU000000DUE7,Asx - All Markets,Australia,USD,AUD,1.34
